Censo,Localidad nivel 1,Localidad nivel 2,Localidad nivel 3,Localidad nivel 4,Censadores,Fecha,Inicio,Fin,Nivel de agua,Viento,Temperatura,Visibilidad,Condiciones atmosféricas,Se censa,Con aves,Observaciones
CT_200507,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Zahíllo,14,2005-07-13,,,Seco (0),Moderado (2),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200507,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Acebuche,14,2005-07-14,08:50:00,10:15:00,Casi seco (1),Sin viento (1),Templado (2),Despejado (1),Nubes (2),Sí,Sí,
CT_200507,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Huerto,14,2005-07-14,,,Seco (0),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,No,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,La Dehesilla,6,2005-07-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Las Pajas,14,2005-07-14,,,Seco (0),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,No,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,6,2005-07-14,09:30:00,15:00:00,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,6,2005-07-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Riacheros,6,2005-07-14,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,6,2005-07-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,6,2005-07-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Santa Teresa,6,2005-07-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,15,2005-07-15,09:45:00,11:40:00,Seco (0),Sin viento (1),Calor (3),Calima (2),Sol (1),Sí,Sí,
CT_200507,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,15,2005-07-15,,,Seco (0),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,No,
CT_200507,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,15,2005-07-15,08:25:00,09:25:00,Seco (0),Sin viento (1),Templado (2),Despejado (1),Sol (1),Sí,No,
CT_200507,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,14,2005-07-13,11:10:00,12:30:00,Casi seco (1),Moderado (2),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200507,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,6,2005-07-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,,2005-07-14,,,Desconocido (6),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200507,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Mimbrales (Sur),14,2005-07-13,13:00:00,13:30:00,Seco (0),Moderado (2),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200507,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Finca Los Mimbrales,14,2005-07-13,13:00:00,13:30:00,Seco (0),Moderado (2),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200507,Parque Nacional De Doñana,Otras Lagunas RBD,Otras Lagunas RBD,Navazo del Toro,14,2005-07-13,11:10:00,12:30:00,Seco (0),Moderado (2),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200506,Veta La Palma,Veta La Palma,Almajar Perimetral,Cultivos (El Turismo),,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"La localidad ""Cultivos (El Turismo)"" localidad empezó a censarse de forma recurrente en septiembre de 2022"
CT_200506,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"La localidad ""Depuradora Loma de Martín Miguel"" empezó a censarse de forma recurrente en octubre de 2010"
CT_200506,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,Gravera junto a Dehesa de Abajo,6,2005-06-08,,,,,,,,No,No,No se realiza censo
CT_200506,Veta La Palma,Veta La Palma,Lucio Del Bocón,Lucio Del Bocón,3,2005-06-09,08:30:00,14:30:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,"Arrozales inundados y sembrados, y eneales con unos 10 cm. de agua. Se observan en los eucaliptos de Tarfia 92 nidos ocupados de Ciconia ciconia,  y 1 Falco tinunculus y 2 Milvus migrans incubando. También 4 H. himantopus incubando en el arrozal."
CT_200506,Veta La Palma,Veta La Palma,El Italiano,El Italiano,3,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,"Arrozales inundados y sembrados, y eneales con unos 10 cm. de agua. "
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,18,2005-06-09,09:45:00,14:00:00,Medio (3),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,1 pato doméstico
CT_200506,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,,2005-06-09,09:45:00,14:00:00,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,No,Lo censa José Cabral de la CMA.
CT_200506,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,15,2005-06-10,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,H. himantopus: 34 incubando y 6 pollos pequeños; R. avosetta: 11 incubando; C. alexandrinus 1 incubando
CT_200506,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,3,2005-06-10,08:00:00,12:00:00,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,Un Clamator glandarius en La Rocina.
CT_200506,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,3,2005-06-10,08:00:00,12:00:00,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,Más de 180 nidos de abejaruco en Marismas de El Rocío.
CT_200506,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,15,2005-06-11,11:00:00,13:10:00,Seco (0),Sin viento (1),Calor (3),Calima (2),Nubes (2),Sí,Sí,No se divide en zona este u oeste
CT_200506,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,5,2005-06-14,09:30:00,12:30:00,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Entre el Convento y Capitán,6,2005-06-13,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Cultivos De Tarfia,Cultivos de Tarfia,15,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,"Arrozales inundados y sembrados, y eneales con unos 10 cm. de agua. Se observan en los eucaliptos de Tarfia 92 nidos ocupados de Ciconia ciconia,  y 1 Falco tinunculus y 2 Milvus migrans incubando. También 4 H. himantopus incubando en el arrozal."
CT_200506,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,18,2005-06-09,,,Bajo (2),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Guayules (norte),5,2005-06-08,10:00:00,10:45:00,Seco (0),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,No,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Margazuela Chica,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Durante este periodo, esta localidad se censaba sin desglosar, bajo el nombre de 'Margazuela'."
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Margazuela Grande,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Durante este periodo, esta localidad se censaba sin desglosar, bajo el nombre de 'Margazuela'."
CT_200506,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Veta Adalid,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Hasta enero de 2010, esta localidad no se censaba de forma recurrente."
CT_200506,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Huerto,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,Esta localidad empieza a censarse de forma sistemática a partir de 2006. Los datos anteriores provienen de los diarios de campo en el caso de que los hubiera.
CT_200506,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Complejo lagunar de El Acebuche,Las Pajas,,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,Esta localidad empieza a censarse de forma sistemática a partir de 2006. Los datos anteriores provienen de los diarios de campo en el caso de que los hubiera.
CT_200506,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,Caracoles (Zona Este),,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Esta localidad se censaba como 'Caracoles', sin subdivisión."
CT_200506,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,Caracoles (Zona Oeste),,,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),No,No,"Esta localidad se censaba como 'Caracoles', sin subdivisión."
CT_200506,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,Lucio Dehesa de Abajo,6,2005-06-08,,,Desconocido (6),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A1,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A2,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A3,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A4,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A5,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A6,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A7,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A8,6,2005-06-09,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,A9,6,2005-06-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Almajar Perimetral,Almajales perimetrales,3,2005-06-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Almajar Perimetral,Almajales perimetrales,6,2005-06-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B1,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B2,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B3,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B4,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Mimbrales (Sur),5,2005-06-08,,,Seco (0),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,Sí,
CT_200506,Parque Nacional De Doñana,Los Mimbrales,Los Mimbrales,Finca Los Mimbrales,5,2005-06-08,,,Seco (0),Desconocido (0),Desconocido (0),Desconocido (0),Desconocido (0),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B5,6,2005-06-09,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B6,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B7,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B8,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas AB,B9,6,2005-06-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C0,5,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C1,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C2,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C3,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C4,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C5,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C6,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C7,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,C8,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Cuquero Chico,Cuquero Chico,3,2005-06-09,,,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200506,Veta La Palma,Veta La Palma,Cuquero Grande,Cuquero Grande,3,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,D3,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,D4,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,D5,5,2005-06-09,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,D6,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,E3,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Balsas CDE,E4,5,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Esparragosilla,Esparragosilla,3,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Gavetas,Gaveta 1,3,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Gavetas,Gaveta 2,3,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Gavetas,Gaveta 3,6,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Veta La Palma,Veta La Palma,Gavetas,Gaveta 4,6,2005-06-09,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,La Dehesilla,18,2005-06-09,,,Medio (3),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,18,2005-06-09,,,Medio (3),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Riacheros,18,2005-06-09,,,Seco (0),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,No,
CT_200506,Veta La Palma,Veta La Palma,Almajar Perimetral,Lucio Cortijo (El Turismo),3,2005-06-09,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,18,2005-06-09,,,Seco (0),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,18,2005-06-09,,,Medio (3),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Santa Teresa,18,2005-06-09,,,Bajo (2),Moderado (2),Templado (2),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Dulce,5,2005-06-14,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,Brazo de la Torre,6,2005-06-10,08:00:00,12:15:00,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,6,2005-06-10,11:55:00,13:30:00,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,18,2005-06-10,12:05:00,12:30:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,15,2005-06-10,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,15,2005-06-10,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,18,2005-06-10,,,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200506,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,18,2005-06-10,12:05:00,12:30:00,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200506,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,15,2005-06-10,08:00:00,12:30:00,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Veta Hornito,15,2005-06-10,,,Seco (0),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,No,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 4),18,2005-06-10,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 1),18,2005-06-10,10:15:00,12:00:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 2),6,2005-06-10,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 2),18,2005-06-10,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 3),6,2005-06-10,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 3),18,2005-06-10,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,Entremuros (Zona 5),18,2005-06-10,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Sol (1),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Olivillos-Guadaíra,Olivillos-Guadaíra,Arrozal junto a Olivillos,,2005-06-13,,,Desconocido (6),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,No,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Bomba de Pantomima,6,2005-06-13,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Caño Navarro,6,2005-06-13,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Capitán,6,2005-06-13,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Olivillos-Guadaíra,Olivillos-Guadaíra,Corta Isleta de Coria,,2005-06-13,,,Desconocido (6),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,No,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Canario,6,2005-06-13,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Arrozal Isla Menor,El Cestero,6,2005-06-13,08:50:00,14:25:00,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Conde,6,2005-06-13,08:50:00,14:25:00,Medio (3),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Convento,6,2005-06-13,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,El Reboso,6,2005-06-13,,,Desconocido (6),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Arrozal Isla Menor,Isla Menor,6,2005-06-13,,,Bajo (2),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,La Mejorada,6,2005-06-13,,,Casi seco (1),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Arrozal Isla Menor,Las Segundas,6,2005-06-13,,,Desconocido (6),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Margen Izquierda del Guadalquivir,Brazo del Este,Margazuela,6,2005-06-13,,,Medio (3),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
CT_200506,Margen Izquierda del Guadalquivir,Olivillos-Guadaíra,Olivillos-Guadaíra,Olivillos,6,2005-06-13,,,Alto (4),Sin viento (1),Calor (3),Despejado (1),Nubes (2),Sí,Sí,
